Usuario|comentario|tipo emocion
Bryan|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Danielle|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Shelby|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
David|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Jake|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Carlos|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Erica|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
James|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Jared|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Linda|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Lauren|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Jeremiah|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Zachary|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Amanda|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Hunter|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Shelley|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Robert|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Norma|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Ryan|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Gabriella|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Justin|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Nicole|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Abigail|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Gina|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Omar|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Mark|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Chad|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Kyle|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Dylan|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Wendy|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Kayla|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Judith|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Reginald|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Kenneth|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Anthony|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Michael|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Stanley|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Julie|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Adriana|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Benjamin|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Nicholas|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Jesse|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Troy|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
April|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Charles|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Joan|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Jessica|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Craig|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Megan|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Amy|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Molly|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Sheryl|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Caroline|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Joshua|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Jay|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Julian|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Keith|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Sally|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Barbara|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Melissa|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Katelyn|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Jerry|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Sandra|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Emily|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Brad|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Tracy|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
William|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Chloe|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
John|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Katrina|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Karen|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Mary|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Thomas|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Kathryn|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Dustin|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Kimberly|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Austin|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Laura|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Kristen|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Anna|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Heather|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Jennifer|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Larry|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Brittany|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Deanna|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Brian|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Christina|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Crystal|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Samuel|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Natalie|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Richard|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Andrea|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Heidi|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Steven|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Elizabeth|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Theresa|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Jacob|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Kelly|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Tina|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Jeffrey|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Bryan|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Danielle|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Shelby|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
David|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Jake|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Carlos|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Erica|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
James|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Jared|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Linda|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|pensativo
Lauren|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|enojado
Jeremiah|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Zachary|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|me gusta
Amanda|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|alegre
Hunter|Jack Grealish del Arsenal hizo una entrada polémica en un encuentro tenso.|no me gusta
Shelley|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Robert|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|pensativo
Norma|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|pensativo
Ryan|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Gabriella|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
Justin|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Nicole|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Abigail|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Gina|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Omar|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Mark|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
Chad|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|no me gusta
Kyle|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Dylan|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Wendy|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Kayla|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|pensativo
Judith|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Reginald|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|no me gusta
Kenneth|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|no me gusta
Anthony|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
Michael|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
Stanley|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Julie|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Adriana|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Benjamin|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
Nicholas|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|me gusta
Jesse|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Troy|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|enojado
April|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
Charles|Bukayo Saka del Manchester United dio una asistencia brillante con el estadio lleno.|alegre
